Weapon name,Operative type,Operative index,FF,Range,A,WBS,D,CD,Crit,AP,Relentless,Ceaseless,Balanced,Brutal,NoCover,Hot,Blast,Fusilade,Torrent,Limited,Heavy,Unwieldy,Silent,Unload Slugs,Smart Targeting,Indirect,Barrage,Detonate,P,CritMW,Rending,Stun,Lashwhip,Reap,Splash
Plasma Pistol - Super,Plague Marine Champion,93,True,⬟,4,2,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plague Knife,Plague Marine Champion,93,False,,5,2,3,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plague Sword,Plague Marine Champion,93,False,,5,2,4,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Fist,Plague Marine Champion,93,False,,4,3,4,5,6,0,False,False,False,True,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Improvised Weapons,Poxwalker,94,False,,4,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Boltgun,Battle Sister Warrior,116,True,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Battle Sister Warrior,116,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Boltgun,Battle Sister Icon Bearer,117,True,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Battle Sister Icon Bearer,117,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Meltagun,Battle Sister Gunner,118,True,⬟,4,3,6,3,6,2,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,4,False,False,False,False,False
Ministorum Flamer,Battle Sister Gunner,118,True,⬟,5,2,2,3,6,0,False,False,False,False,False,False,,False,◯,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Stormbolter,Battle Sister Gunner,118,True,,4,3,3,4,6,0,True,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Battle Sister Gunner,118,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Heavy Bolter,Battle Sister Heavy Gunner,119,True,,5,3,4,5,6,0,False,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Ministorum Heavy Flamer,Battle Sister Heavy Gunner,119,True,⬟,6,2,4,5,6,0,False,False,False,False,False,False,,False,◯,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Battle Sister Heavy Gunner,119,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Bolt Pistol,Battle Sister Superior,120,True,⬟,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Boltgun,Battle Sister Superior,120,True,,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Combi-Melta,Battle Sister Superior,120,True,⬟,4,2,6,3,6,2,False,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,0,4,False,False,False,False,False
Combi-Plasma - Std,Battle Sister Superior,120,True,,4,2,5,6,6,1,False,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Combi-Plasma - Super,Battle Sister Superior,120,True,,4,2,5,6,6,2,False,False,False,False,False,True,,False,,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Condemnor Boltgun,Battle Sister Superior,120,True,,4,2,3,4,6,0,False,False,False,False,False,False,,False,,True,False,False,True,False,False,False,False,False,1,1,False,False,False,False,False
Inferno Pistol,Battle Sister Superior,120,True,■,4,2,5,3,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,3,False,False,False,False,False
Ministorum combi-Flamer,Battle Sister Superior,120,True,⬟,5,2,2,3,6,0,False,False,False,False,False,False,,False,◯,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Ministorum Hand Flamer,Battle Sister Superior,120,True,⬟,4,2,2,3,6,0,False,False,False,False,False,False,,False,▲,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Std,Battle Sister Superior,120,True,⬟,4,2,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Pistol - Super,Battle Sister Superior,120,True,⬟,4,2,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Chainsword,Battle Sister Superior,120,False,,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gun Butt,Battle Sister Superior,120,False,,3,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Maul,Battle Sister Superior,120,False,,4,2,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Power Weapon,Battle Sister Superior,120,False,,4,2,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Penitent Eviscerator,Sister Repentia,121,False,,4,4,5,6,6,0,False,False,False,True,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Neural Whips - Ranged,Repentia Superior,122,True,■,5,3,2,3,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Neural Whips - Melee,Repentia Superior,122,False,,5,3,2,3,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Arco-flails,Arco-Flagellant,123,False,,5,3,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,1,False
Galvanic Rifle,Skitarii Ranger Trooper,124,True,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Gun Butt,Skitarii Ranger Trooper,124,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Rifle,Skitarii Ranger Gunner,125,True,,4,3,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Plasma Caliver-Standard,Skitarii Ranger Gunner,125,True,,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Caliver-Super,Skitarii Ranger Gunner,125,True,,4,3,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Transuranic Arquebus,Skitarii Ranger Gunner,125,True,,4,2,5,4,6,1,False,False,False,False,False,False,,False,,False,True,True,False,False,False,False,False,False,0,2,False,False,False,False,False
Gun Butt,Skitarii Ranger Gunner,125,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Pistol,Skitarii Ranger Alpha,126,True,⬟,4,2,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Galvanic Rifle,Skitarii Ranger Alpha,126,True,,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Phosphor Blast Pistol,Skitarii Ranger Alpha,126,True,⬟,4,2,4,5,6,0,False,False,False,False,False,False,▲,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Radium Pistol,Skitarii Ranger Alpha,126,True,⬟,4,2,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Arc Maul,Skitarii Ranger Alpha,126,False,,4,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Gun Butt,Skitarii Ranger Alpha,126,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Skitarii Ranger Alpha,126,False,,4,4,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Skitarii Ranger Alpha,126,False,,4,4,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Radium Carbine,Skitarii Vanguard Trooper,127,True,,4,3,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Gun Butt,Skitarii Vanguard Trooper,127,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Rifle,Skitarii Vanguard Gunner,128,True,,4,3,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Plasma Caliver-Standard,Skitarii Vanguard Gunner,128,True,,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Caliver-Super,Skitarii Vanguard Gunner,128,True,,4,3,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Transuranic Arquebus,Skitarii Vanguard Gunner,128,True,,4,2,5,4,6,1,False,False,False,False,False,False,,False,,False,True,True,False,False,False,False,False,False,0,2,False,False,False,False,False
Gun Butt,Skitarii Vanguard Gunner,128,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Pistol,Skitarii Vanguard Alpha,129,True,⬟,4,2,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Galvanic Rifle,Skitarii Vanguard Alpha,129,True,,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Phosphor Blast Pistol,Skitarii Vanguard Alpha,129,True,⬟,4,2,4,5,6,0,False,False,False,False,False,False,▲,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Radium Pistol,Skitarii Vanguard Alpha,129,True,⬟,4,2,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Arc Maul,Skitarii Vanguard Alpha,129,False,,4,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Gun Butt,Skitarii Vanguard Alpha,129,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Skitarii Vanguard Alpha,129,False,,4,4,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Skitarii Vanguard Alpha,129,False,,4,4,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Chordsaw and Transonic Razor,Sicarian Ruststalker Trooper,130,False,,5,3,4,5,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Transonic Blades,Sicarian Ruststalker Trooper,130,False,,5,3,4,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Chordsaw and Transonic Razor,Sicarian Ruststalker Princeps,131,False,,5,2,4,5,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Transonic Blades,Sicarian Ruststalker Princeps,131,False,,5,2,4,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Fleshette Blaster,Sicarian Infiltrator Trooper,132,True,⬟,5,3,2,3,6,0,True,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Stubcarbine,Sicarian Infiltrator Trooper,132,True,,4,3,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Sicarian Infiltrator Trooper,132,False,,4,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Sicarian Infiltrator Trooper,132,False,,4,3,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Fleshette Blaster,Sicarian Infiltrator Princeps,133,True,⬟,5,2,2,3,6,0,True,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Stubcarbine,Sicarian Infiltrator Princeps,133,True,,4,2,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Sicarian Infiltrator Princeps,133,False,,4,2,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Sicarian Infiltrator Princeps,133,False,,4,2,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Galvanic Rifle,Skitarii Ranger Marksman,134,True,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Gun Butt,Skitarii Ranger Marksman,134,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Galvanic Rifle,Skitarii Ranger Diktat,135,True,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Gun Butt,Skitarii Ranger Diktat,135,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Galvanic Rifle,Skitarii Ranger Surveyor,136,True,,4,3,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Gun Butt,Skitarii Ranger Surveyor,136,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Rifle,Skitarii Ranger Gunner HC,137,True,,4,3,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Plasma Caliver-Standard,Skitarii Ranger Gunner HC,137,True,,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Caliver-Super,Skitarii Ranger Gunner HC,137,True,,4,3,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Transuranic Arquebus,Skitarii Ranger Gunner HC,137,True,,4,2,5,3,6,1,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,0,3,False,False,False,False,False
Gun Butt,Skitarii Ranger Gunner HC,137,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Pistol,Skitarii Ranger Alpha HC,138,True,⬟,4,2,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Galvanic Rifle,Skitarii Ranger Alpha HC,138,True,,4,2,3,4,6,0,False,False,False,False,False,False,,False,,False,True,False,False,False,False,False,False,False,1,0,False,False,False,False,False
Master Crafted Radium Pistol,Skitarii Ranger Alpha HC,138,True,⬟,4,2,2,4,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Phosphor Blast Pistol,Skitarii Ranger Alpha HC,138,True,⬟,4,2,4,5,6,0,False,False,False,False,True,False,▲,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Maul,Skitarii Ranger Alpha HC,138,False,,4,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Gun Butt,Skitarii Ranger Alpha HC,138,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Skitarii Ranger Alpha HC,138,False,,4,4,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Skitarii Ranger Alpha HC,138,False,,4,4,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Radium Carbine,Skitarii Vanguard Shocktrooper,139,True,,4,3,2,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Gun Butt,Skitarii Vanguard Shocktrooper,139,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Radium Carbine,Skitarii Vanguard Diktat,140,True,,4,3,2,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Gun Butt,Skitarii Vanguard Diktat,140,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Radium Carbine,Skitarii Vanguard Surveyor,141,True,,4,3,2,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Gun Butt,Skitarii Vanguard Surveyor,141,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Rifle,Skitarii Vanguard Gunner HC,142,True,,4,3,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Plasma Caliver-Standard,Skitarii Vanguard Gunner HC,142,True,,4,3,5,6,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Plasma Caliver-Super,Skitarii Vanguard Gunner HC,142,True,,4,3,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Transuranic Arquebus,Skitarii Vanguard Gunner HC,142,True,,4,2,5,3,6,1,False,False,False,False,False,False,,False,,False,True,True,False,False,False,False,False,False,0,3,False,False,False,False,False
Gun Butt,Skitarii Vanguard Gunner HC,142,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Arc Pistol,Skitarii Vanguard Alpha HC,143,True,⬟,4,2,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Master Crafted Radium Pistol,Skitarii Vanguard Alpha HC,143,True,⬟,4,2,2,4,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Phosphor Blast Pistol,Skitarii Vanguard Alpha HC,143,True,⬟,4,2,4,5,6,0,False,False,False,False,True,False,▲,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Radium Carbine,Skitarii Vanguard Alpha HC,143,True,,4,3,2,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Arc Maul,Skitarii Vanguard Alpha HC,143,False,,4,4,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Gun Butt,Skitarii Vanguard Alpha HC,143,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Skitarii Vanguard Alpha HC,143,False,,4,4,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Skitarii Vanguard Alpha HC,143,False,,4,4,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Chordsaw and Transonic Razor,Sicarian Ruststalker Assassin,144,False,,5,3,4,5,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Transonic Blades,Sicarian Ruststalker Assassin,144,False,,3,3,4,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Chordsaw and Transonic Blades,Sicarian Ruststalker Princeps HC,145,False,,5,2,4,6,6,0,False,False,True,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Fleshette Blaster,Sicarian Infiltrator Tracker,146,True,⬟,5,3,2,3,6,0,True,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Stubcarbine,Sicarian Infiltrator Tracker,146,True,,4,3,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Sicarian Infiltrator Tracker,146,False,,4,3,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Sicarian Infiltrator Tracker,146,False,,4,3,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Fleshette Blaster,Sicarian Infiltrator Princeps HC,147,True,⬟,5,2,2,3,6,0,True,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Stubcarbine,Sicarian Infiltrator Princeps HC,147,True,,4,2,3,4,6,0,False,True,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Weapon,Sicarian Infiltrator Princeps HC,147,False,,4,2,4,6,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Taser Goad,Sicarian Infiltrator Princeps HC,147,False,,4,2,3,4,5,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False
Kombi-Rokkit,Boss Nob,175,True,,5,5,4,5,6,1,False,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,1
Kombi-skorcha,Boss Nob,175,True,⬟,6,2,2,2,6,0,False,False,False,False,False,False,,False,◯,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Shoota,Boss Nob,175,True,,4,5,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Slugga,Boss Nob,175,True,⬟,4,5,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Big Choppa,Boss Nob,175,False,,4,2,5,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Choppa,Boss Nob,175,False,,4,2,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fists,Boss Nob,175,False,,3,2,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Killsaw,Boss Nob,175,False,,4,3,5,7,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False
Power Klaw,Boss Nob,175,False,,4,3,5,7,6,0,False,False,False,True,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Shoota,Boy Fighter,176,True,,4,5,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Slugga,Boy Fighter,176,True,⬟,4,5,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Choppa,Boy Fighter,176,False,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fists,Boy Fighter,176,False,,3,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Big Shoota,Boy Gunner,177,True,,6,5,2,3,6,0,False,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Rokkit Launcha,Boy Gunner,177,True,,5,5,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,1
Fists,Boy Gunner,177,False,,3,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Burna,Burna Boy,178,True,⬟,5,2,2,2,6,0,False,False,False,False,False,False,,False,◯,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fists,Burna Boy,178,False,,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Slugga,Clan Kommando Fighter,179,True,⬟,4,5,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Choppa,Clan Kommando Fighter,179,False,,4,3,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Slugga,Clan Kommando Nob,180,True,⬟,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Choppa,Clan Kommando Nob,180,False,,4,2,4,5,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Power Klaw,Clan Kommando Nob,180,False,,4,3,5,7,6,0,False,False,False,True,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gretchin Blasta,Gretchin,181,True,⬟,3,4,2,3,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Gretchin Knife,Gretchin,181,False,,3,5,1,2,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Deffgun,Loota,182,True,,5,5,4,6,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Fists,Loota,182,False,,3,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Big Shoota,Spanner,183,True,,6,4,2,3,6,0,False,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Kustom Mega-Blasta,Spanner,183,False,,4,4,5,6,6,2,False,False,False,False,False,True,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Rokkit Launcha,Spanner,183,True,,5,4,4,5,6,1,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,1
Fists,Spanner,183,False,,3,3,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
Slugga,Kommando Nob,194,True,⬟,4,4,3,4,6,0,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False
